"tags","kanji","readings","definition"
"kanken-9","内がわ","うち|がわ","inside"
"kanken-9","内と外","うち|と|そと","in and out"
"kanken-9","店内を歩き回る","てん|ない|を|ある|き|まわ|る","walk in shop"
"kanken-9","南極","なん|きょく","south pole"
"kanken-9","南国","なん|ごく","southern land"
"kanken-9","南がわのまどをあける","みなみ|がわ|の|まど|を|あける","open south window"
"kanken-9","牛肉","ぎゅう|にく","beef"
"kanken-9","肉体","にく|たい","body"
"kanken-9","市場で肉を買う","いち|ば|で|にく|を|か|う","buy meat"
"kanken-9","馬車","ば|しゃ","carriage"
"kanken-9","乗馬","じょう|ば","riding"
"kanken-9","竹馬","たけ|うま","stilts"
"kanken-9","絵馬","え|ま","votive"
"kanken-9","馬の絵をかく","うま|の|え|を|か|く","draw horse"
"kanken-9","売店","ばい|てん","kiosk"
"kanken-9","商売","しょう|ばい","business"
"kanken-9","売り場","う|り|ば","sales area"
"kanken-9","おいしいパンを売る","おいしい|ぱん|を|う|る","sell bread"
"kanken-9","売買","ばい|ばい","trade"
"kanken-9","買い物","か|い|もの","shopping"
"kanken-9","買い物かご","か|い|もの|かご","basket"
"kanken-9","マフラーを買う","まふらー|を|か|う","buy scarf"
"kanken-9","麦芽","ばく|が","malt"
"kanken-9","麦茶","むぎ|ちゃ","barley tea"
"kanken-9","麦わらぼうし","むぎ|わら|ぼうし","straw hat"
"kanken-9","米に麦をまぜて食べる","こめ|に|むぎ|を|まぜて|たべる","rice barley"
"kanken-9","半ズボン","はん|ずぼん","shorts"
"kanken-9","半分","はん|ぶん","half"
"kanken-9","試合半ばに雨がふる","しあい|なか|ば|に|あめ|が|ふる","rain mid game"
"kanken-9","番組","ばん|ぐみ","program"
"kanken-9","一番星","いち|ばん|ぼし","first star"
"kanken-9","日曜日には弟とるす番だ","にち|よう|び|に|は|おとうと|と|るす|ばん|だ","house sitting"
"kanken-9","父母","ふ|ぼ","parents"
"kanken-9","父の日","ちち|の|ひ","father's day"
"kanken-9","お父さん","お|とう|さん","dad"
"kanken-9","教会で神父の話を聞く","きょう|かい|で|しん|ぷ|の|はなし|を|き|く","priest"
"kanken-9","風船","ふう|せん","balloon"
"kanken-9","台風","たい|ふう","typhoon"
"kanken-9","風情","ふ|ぜい","taste"
"kanken-9","気もちのよい風がふく","きもち|の|よい|かぜ|が|ふく","nice wind"
"kanken-9","気分","き|ぶん","mood"
"kanken-9","二つに分ける","ふた|つ|に|わ|ける","divide"
"kanken-9","分かれ道","わか|れ|みち","fork"
"kanken-9","自分の顔の絵をかく","じ|ぶん|の|かお|の|え|を|か|く","draw self"
"kanken-9","新聞","しん|ぶん","newspaper"
"kanken-9","前代未聞","ぜん|だい|み|もん","unheard of"
"kanken-9","人の話を聞く","ひと|の|はなし|を|き|く","listen"
"kanken-9","なみの音が聞こえる","なみ|の|おと|が|きこ|える","hear waves"
"kanken-9","新米","しん|まい","new rice"
"kanken-9","米作","べい|さく","rice farming"
"kanken-9","秋にとれた米をおくる","あき|に|とれた|こめ|を|おくる","send rice"
"kanken-9","歩道","ほ|どう","sidewalk"
"kanken-9","散歩","さん|ぽ","walk"
"kanken-9","一歩すすむ","いっ|ぽ|すすむ","step"
"kanken-9","歩合","ぶ|あい","commission"
"kanken-9","池のまわりを歩く","いけ|の|まわり|を|ある|く","walk pond"
"kanken-9","母校","ぼ|こう","alma mater"
"kanken-9","母の日","はは|の|ひ","mother's day"
"kanken-9","お母さん","お|かあ|さん","mom"
"kanken-9","母と買い物に行く","はは|と|か|い|もの|に|い|く","shop with mom"
"kanken-9","方角","ほう|がく","direction"
"kanken-9","正方形","せい|ほう|けい","square"
"kanken-9","夕方","ゆう|がた","evening"
"kanken-9","先生の書き方をまねる","せん|せい|の|か|き|かた|を|まねる","imitate"
"kanken-9","北海道","ほっ|かい|どう","Hokkaido"
"kanken-9","北風","きた|かぜ","north wind"
"kanken-9","風船が北の方へとんでいく","ふう|せん|が|きた|の|ほう|へ|とんで|い|く","balloon north"
"kanken-9","毎日","まい|にち","every day"
"kanken-9","毎朝","まい|あさ","every morning"
"kanken-9","毎月かべ新聞を作る","まい|つき|かべ|しん|ぶん|を|つく|る","monthly paper"
"kanken-9","毎朝八時におきる","まい|あさ|はち|じ|に|おきる","wake 8am"
"kanken-9","姉妹","し|まい","sisters"
"kanken-9","妹","いもうと","sister"
"kanken-9","ぼくには妹と弟がいる","ぼく|に|は|いもうと|と|おとうと|が|いる","have siblings"
"kanken-9","万年筆","まん|ねん|ひつ","pen"
"kanken-9","万全","ばん|ぜん","perfect"
"kanken-9","広場に五万人があつまる","ひろ|ば|に|ご|まん|にん|が|あつまる","50000 people"
"kanken-9","発明","はつ|めい","invention"
"kanken-9","夜明け","よ|あ|け","dawn"
"kanken-9","明るい空","あか|るい|そら","bright sky"
"kanken-9","明日は遠足です","あした|は|えん|そく|です","tomorrow trip"
"kanken-9","悲鳴","ひ|めい","scream"
"kanken-9","共鳴","きょう|めい","resonance"
"kanken-9","鳥の鳴き声","とり|の|な|き|ごえ","chirp"
"kanken-9","サイレンを鳴らす","さいれん|を|な|らす","siren"
"kanken-9","毛布","もう|ふ","blanket"
"kanken-9","毛糸","け|いと","yarn"
"kanken-9","かみの毛","かみ|の|け","hair"
"kanken-9","庭で毛虫を見つける","にわ|で|け|むし|を|みつける","caterpillar"
"kanken-9","校門","こう|もん","gate"
"kanken-9","正門","せい|もん","main gate"
"kanken-9","門松","かど|まつ","kadomatsu"
"kanken-9","門の前でまち合わせる","もん|の|まえ|で|まち|あわせる","meet at gate"
"kanken-9","夜景","や|けい","night view"
"kanken-9","夜空","よ|ぞら","night sky"
"kanken-9","父は夜おそく帰ってくる","ちち|は|よる|おそく|かえってくる","dad late"
"kanken-9","野鳥","や|ちょう","wild bird"
"kanken-9","野原","の|はら","field"
"kanken-9","はたけで野菜をそだてる","はたけ|で|や|さい|を|そだてる","grow veg"
"kanken-9","友情","ゆう|じょう","friendship"
"kanken-9","親友","しん|ゆう","best friend"
"kanken-9","友だちとけんかをする","とも|だち|と|けんか|を|する","fight friend"
"kanken-9","用意","よう|い","prep"
"kanken-9","画用紙","が|よう|し","drawing paper"
"kanken-9","ペンを用いて字を書く","ぺん|を|もち|いて|じ|を|か|く","write with pen"
"kanken-9","一週間の曜日","いっ|しゅう|かん|の|よう|び","days of week"
"kanken-9","日曜日","にち|よう|び","Sunday"
"kanken-9","月曜日にテストがある","げつ|よう|び|に|てすと|が|ある","Monday test"
"kanken-9","未来","み|らい","future"
"kanken-9","春が来る","はる|が|く|る","spring comes"
"kanken-9","来るべき大会","きた|る|べき|たい|かい","upcoming"
"kanken-9","いとこがあそびに来る","いとこ|が|あそび|に|く|る","cousin comes"
"kanken-9","里帰り","さと|がえ|り","homecoming"
"kanken-9","千里眼","せん|り|がん","clairvoyance"
"kanken-9","母のふる里は遠い","はは|の|ふる|さと|は|とお|い","mom hometown"
"kanken-9","料理","りょう|り","cooking"
"kanken-9","理由","り|ゆう","reason"
"kanken-9","たんすの中を整理する","たんす|の|なか|を|せい|り|する","organize"
"kanken-9","会話","かい|わ","convo"
"kanken-9","むかし話","むかし|ばなし","folktale"
"kanken-9","楽しかったことを話す","たの|しかった|こと|を|はな|す","talk fun"
